-1	-1	-1	-1	-1	307	308	310	311	-1	313	314	316	317	319	320	-1	-1	-1	-1
306	305	304	302	301	309	299	298	312	296	295	294	293	292	315	290	289	318	287	286
270	271	303	269	268	300	273	274	297	276	277	294	279	280	291	282	283	284	288	285
-1	-1	-1	-1	-1	272	267	266	275	264	263	278	261	260	281	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	265	262	259	258	257	256	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	320	321	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	322	323	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	324	325	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	327	326	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	329	328	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	331	330	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	332	333	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	334	335	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	336	337	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	338	339	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	340	341	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	349	342	343	365	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	350	348	357	344	366	364	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	351	347	356	358	367	363	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	250	251	352	346	355	359	368	362	372	373	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	249	252	-1	345	354	360	369	-1	371	374	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	248	253	-1	-1	353	361	-1	-1	370	375	-1	-1	-1	-1	-1
