-1	-1	-1	-1	-1	435	436	438	439	-1	441	442	444	445	447	448	-1	-1	-1	-1
434	433	432	430	429	437	427	426	440	424	423	422	421	420	443	418	417	446	415	414
398	399	431	397	396	428	401	402	425	404	405	422	407	408	419	410	411	412	416	413
-1	-1	-1	-1	-1	400	395	394	403	392	391	406	389	388	409	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	393	390	387	386	385	384	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	449	448	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	450	451	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	452	453	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	454	456	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	455	458	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	457	459	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	460	462	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	461	464	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	463	466	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	465	467	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	468	469	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	477	470	471	493	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	478	476	472	483	494	492	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	479	475	485	486	495	491	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	378	379	480	474	484	487	496	490	500	501	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	377	380	-1	473	482	488	497	-1	499	502	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	376	381	-1	-1	481	489	-1	-1	498	503	-1	-1	-1	-1	-1
